stories_id,place,media name,speaker,text,snippet,mentions covid? (true/false),Checked (y/n)
1571448339,India,business-standard.com,He,""" he said. Earlier, his relatives and friends had brought food for him at the hospital. When he was found to have been infected, he got them tested as well. Three of them tested positive. They are undergoing treatment at KGMU. They all will also come out fully recovered soon, Khan said. While in the hospital's isolation ward for 21 days, he kept in touch with other patients on phone. My friends outside, including doctors, kept me updated on WhatsApp with the research going on for finding a treatment for the virus, as well as on the history of patients who have successfully overcome it,"""," test conducted and I was found coronavirus positive and admitted in the isolation ward on March 17,"" he said. Earlier, his relatives and friends had brought food for him at the hospital. When he was found to have been infected, he got them tested as well. Three of them tested positive. They are undergoing treatment at KGMU. They all will also come out fully recovered soon, Khan said. While in the hospital's isolation ward for 21 days, he kept in touch with other patients on phone. My friends outside, including doctors, kept me updated on WhatsApp with the research going on for finding a treatment for the virus, as well as on the history of patients who have successfully overcome it,"" he said. Besides keeping me in a positive frame of mind, this information, when shared with other p",TRUE,y
1577930335,India,business-standard.com,He,""" he said. History will not forgive either of us if we run away. Netanyahu tweeted back, ""Benny, I'm waiting for you at the prime minister's residence in Jerusalem,""","y national government or, heaven forbid, expensive and unnecessary fourth elections during a crisis,"" he said. History will not forgive either of us if we run away. Netanyahu tweeted back, ""Benny, I'm waiting for you at the prime minister's residence in Jerusalem,"" which set off the marathon last-minute talks. After three nasty campaigns, plenty of distrust and b",TRUE,y
1554239222,India,business-standard.com,Sanjiv Mehta,""" In a crisis like this Companies have a big role to play. We are working closely with the Governments and our partners to ensure that we overcome this global health crisis together.""","he next few months to the sections of the society which need it the most. HUL CMD Sanjiv Mehta said,"" In a crisis like this Companies have a big role to play. We are working closely with the Governments and our partners to ensure that we overcome this global health crisis together."" Haridwar-based Patanjali Ayurved said it has slashed prices of aloe vera and haldi-chandan soap var",TRUE,y
1573019583,India,livemint.com,Unknown,""" it added. Goldman Sachs said over the past two weeks, the number of COVID-19 cases in India has risen rapidly. “These numbers are likely to be under-reported as the number of tests performed so far is minuscule compared to India's population (less than 50,000 tests as of 1 April 2020, compared to a population size of 1.38 billion people),""","yed if the pandemic is not brought under control globally and domestically over the next few months,"" it added. Goldman Sachs said over the past two weeks, the number of COVID-19 cases in India has risen rapidly. “These numbers are likely to be under-reported as the number of tests performed so far is minuscule compared to India's population (less than 50,000 tests as of 1 April 2020, compared to a population size of 1.38 billion people),"" it added. With monetary policy turning sharply towards a stimulus, Goldman Sachs now expects the RB",TRUE,y
1551036662,India,livemint.com,Tedros Adhanom Ghebreyesus,""" said Tedros Adhanom Ghebreyesus, director-general of WHO. “We have a simple message for all countries: test, test, test."""," enough escalation in testing, isolation and contact tracing, which is the backbone of the response,"" said Tedros Adhanom Ghebreyesus, director-general of WHO. “We have a simple message for all countries: test, test, test."". The apex global health agency has expressed concern about the impact the virus could have among po",TRUE,y
1553595652,India,livemint.com,Sunil Kataria,""" Sunil Kataria, CEO (India & SAARC), Godrej Consumer Products Limited said. GCPL said it is also working towards ensuring a sufficient supply of its products including hand-sanitizers and hand wash in market.""It is our sincere endeavor to ensure that stocks are replenished across all channels, so that our consumers can adopt better hygiene practices and stay safe. Our teams are also working around the clock to ensure that adequate stocks are available during these trying times,"""," costs. However, given the spread of Covid-19, we have decided to hold off this increase, currently,"" Sunil Kataria, CEO (India & SAARC), Godrej Consumer Products Limited said. GCPL said it is also working towards ensuring a sufficient supply of its products including hand-sanitizers and hand wash in market.""It is our sincere endeavor to ensure that stocks are replenished across all channels, so that our consumers can adopt better hygiene practices and stay safe. Our teams are also working around the clock to ensure that adequate stocks are available during these trying times,"" Kataria said. The move comes as demand for brands such as Dettol, Savlon, Protekt, Lifebuoy has exc",TRUE,y
1553108277,India,business-standard.com,He,""" the club's official website quoted Flick as saying.


. . Flick further gave information about the session saying that it can last 90 minutes or 75 minutes. ""It will be important that we are in contact with one another daily. The whole group is there for training. In addition, I have already started to exchange information with small groups of players via video calls. Our team of coaches has planned sessions which can last 90 minutes or 75 minutes, depending on the training focus,""","ber Training"", where the team were coached remotely. Everyone was motivated, everyone did very well,"" the club's official website quoted Flick as saying.


. . Flick further gave information about the session saying that it can last 90 minutes or 75 minutes. ""It will be important that we are in contact with one another daily. The whole group is there for training. In addition, I have already started to exchange information with small groups of players via video calls. Our team of coaches has planned sessions which can last 90 minutes or 75 minutes, depending on the training focus,"" he said. Many sporting events across the globe have been affected by the COVID-19 and as a preventi",TRUE,y
1549286833,India,livemint.com,Unknown,""" the official said. Budget carrier IndiGo has cancelled several flights to West Asia from 17 March. “Owing to the suspension of visas for all foreigners with exception of diplomatic passport holders, IndiGo will be cancelling some of its flights to Dubai, Sharjah and Abu Dhabi w.e.f. March 17, 2020 until the travel restrictions are lifted,""","lowing the government decision. “The airline will redeploy capacity to (profitable) domestic routes,"" the official said. Budget carrier IndiGo has cancelled several flights to West Asia from 17 March. “Owing to the suspension of visas for all foreigners with exception of diplomatic passport holders, IndiGo will be cancelling some of its flights to Dubai, Sharjah and Abu Dhabi w.e.f. March 17, 2020 until the travel restrictions are lifted,"" IndiGo said in a statement. The Indian government has barred the entry of foreigners and kept on ho",TRUE,y
1547944907,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",Gururaj Deshpande,""" told news agency IANS. . The US Embassy and Consulates in India have cancelled all visa appointments from March 16 in the wake of coronavirus outbreak.US President Donald Trump on Friday officially declared a national emergency that he said would give states and territories access to up to USD 50 billion in federal funds to combat coronavirus. A statement issued by the US Embassy said, ""US Mission India posts, in light of the global COVID-19 pandemic, are cancelling immigrant and nonimmigrant visa appointments from March 16, 2020, onward.""","ty to COVID-19 suspect,"" Gururaj Deshpande, the head of the IT major's Bengaluru development centre,"" told news agency IANS. . The US Embassy and Consulates in India have cancelled all visa appointments from March 16 in the wake of coronavirus outbreak.US President Donald Trump on Friday officially declared a national emergency that he said would give states and territories access to up to USD 50 billion in federal funds to combat coronavirus. A statement issued by the US Embassy said, ""US Mission India posts, in light of the global COVID-19 pandemic, are cancelling immigrant and nonimmigrant visa appointments from March 16, 2020, onward."". . With two more persons testing positive for coronavirus in Maharashtra, the number of infected in",TRUE,y
1580973833,India,livemint.com,Unknown,""" warns the report. “Further, unlike the disruption caused by GST and demo, the pandemic-led disruptions are not restricted to us alone and thus could the impact our trade for a longer period. “An optimistic picture means recouping of losses and an increase of not more than 3 percent growth that can hold only in case the lockdown ends on April 14, and normalcy returns,""","an be considered to be practically an undefined period as nobody knows, leading to a muted recovery,"" warns the report. “Further, unlike the disruption caused by GST and demo, the pandemic-led disruptions are not restricted to us alone and thus could the impact our trade for a longer period. “An optimistic picture means recouping of losses and an increase of not more than 3 percent growth that can hold only in case the lockdown ends on April 14, and normalcy returns,"" it warns and argues that only two sectors can drive this recovery--government frontloading its expe",TRUE,y
1561311651,India,newindianexpress.com,She,"""@LemonTreeHotels Aerocity, Delhi: Gurugram, has held 2 ppl captive for the past 5 days, despite the doctor allowing them to go home and self quarantine. They're in their late 60s, the man is severely diabetic. His sugar has risen, he's gone into keto-acidosis, could go into a coma,""","ort in hindustantimes.com. Later, however, she said that the matter had been resolved by the hotel. ""@LemonTreeHotels Aerocity, Delhi: Gurugram, has held 2 ppl captive for the past 5 days, despite the doctor allowing them to go home and self quarantine. They're in their late 60s, the man is severely diabetic. His sugar has risen, he's gone into keto-acidosis, could go into a coma,"" wrote @RichaChadha. She added: ""If urgent medical help is not provided. Do you want people to die, ",TRUE,y
1573637679,India,business-standard.com,Unknown,"""21 new COVID 19 cases detected in Gujarat. 8 cases in Ahmedabad, 7 in Patan, 4 in Vadodara and 2 in Rajkot. There are 262 COVID-19 cases in Gujarat including 26 discharged and 18 deaths. 212 are stable and 3 are on Ventilator. While, 4 are quarantined for surveillance,""","n reported from Gujarat, taking the state tally to 262, Gujarat Health Department said on Thursday. ""21 new COVID 19 cases detected in Gujarat. 8 cases in Ahmedabad, 7 in Patan, 4 in Vadodara and 2 in Rajkot. There are 262 COVID-19 cases in Gujarat including 26 discharged and 18 deaths. 212 are stable and 3 are on Ventilator. While, 4 are quarantined for surveillance,"" State Heath Department said.


. . Out of the 262 cases, 18 have died and 26 have been discharge",TRUE,y
1576099493,India,The Times of India,Vijay Dahiya,"""A 58-year-old Tablighi Jamaat worker of Shadipur village tested positive for Covid-19 on Sunday. He had returned after attending a Jamaat event from . Maharashtra and reached Yamunanagar on March 19. The patient was already kept under a quarantine facility and he has been shifted to . ESI Hospital , Yamunanagar for treatment. We are tracing his contacts in Shadipur area,” said Dr Vijay Dahiya. ""Earlier on Saturday, two more Jamaat workers of Mumidi village area of Yamunanagar MC had tested positive for Covid-19 and a total of 26 of their contacts were traced and their samples sent for Covid-19 tests,""","ith the latest addition, the total number of Covid positive patients in the district went to three. ""A 58-year-old Tablighi Jamaat worker of Shadipur village tested positive for Covid-19 on Sunday. He had returned after attending a Jamaat event from . Maharashtra and reached Yamunanagar on March 19. The patient was already kept under a quarantine facility and he has been shifted to . ESI Hospital , Yamunanagar for treatment. We are tracing his contacts in Shadipur area,” said Dr Vijay Dahiya. ""Earlier on Saturday, two more Jamaat workers of Mumidi village area of Yamunanagar MC had tested positive for Covid-19 and a total of 26 of their contacts were traced and their samples sent for Covid-19 tests,"" added Dr Vijay. Yamunanagar deputy commissioner (DC) . Mukul Kumar also confirmed third case in the",TRUE,y
1574486708,India,business-standard.com,Singh,"""A decision has been taken to ensure that the education of students of government schools of class 9 to 12 continue despite the lockdown because of COVID-19 outbreak,""","n announced by Prime Minister Narendra Modi on March 24 to contain the spread of novel coronavirus. ""A decision has been taken to ensure that the education of students of government schools of class 9 to 12 continue despite the lockdown because of COVID-19 outbreak,"" District Magistrate Singh told PTI here on Friday. Directives have been given to the the DIOS (Dist",TRUE,y
1572460352,India,indiatoday.intoday.in,Dominic Raab,"""a fighter""","through'"" said the Daily Express. Deputising for Johnson, Foreign Secretary Dominic Raab called him ""a fighter"" and predicted, ""he'll be back, leading us through this crisis in short order"". Johnson, 55, is the ",TRUE,y
1578368450,India,business-standard.com,Mr Trump,"""a review is conducted to assess the World Health Organization's role in severely mismanaging and covering up the spread of the coronavirus.""","he world. Trump told a press conference he was instructing his administration to halt funding while ""a review is conducted to assess the World Health Organization's role in severely mismanaging and covering up the spread of the coronavirus."" According to Trump, the WHO prevented transparency over the outbreak and the United States -- the U",TRUE,y
1564984592,India,The Times of India,Donald Trump,"""a very, very painful two weeks""","eat from new . coronavirus in the early stages of the US outbreak, President Donald Trump warned of ""a very, very painful two weeks"" to come for the country on Tuesday. . .",TRUE,y
1563088536,India,The Times of India,Unknown,"""A woman, (after she got a call from a reporter) even called us and cried as to what will happen to her husband and it was very disquieting to us,""","ally depressing, especially when one of their dear ones are fighting the infection in isolation."" . ""A woman, (after she got a call from a reporter) even called us and cried as to what will happen to her husband and it was very disquieting to us,"" the official told PTI. She appealed to the media and press to follow self-regulation and avoid cont",TRUE,y
1600217387,India,livemint.com,Unknown,"""adjusted work schedules""","ing and essential software up and running globally. . The Chrome development team acknowledged that ""adjusted work schedules"" have led the tech giant to hit pause button on the ""upcoming Chrome and Chrome OS releases."". ""Our ",TRUE,y
1571118159,India,The Times of India,Unknown,"""again expresses concerns given Pakistan's failure to complete its action plan in line with the agreed timelines and in light of the TF risks emanating from the jurisdiction""","said in a formal announcement in February. The FATF had noted ""recent and notable improvements"" but ""again expresses concerns given Pakistan's failure to complete its action plan in line with the agreed timelines and in light of the TF risks emanating from the jurisdiction"". Pakistan has to show compliance with 13 remaining action points in eight key categories. The count",TRUE,y
1558826300,India,business-standard.com,Randeep Guleria,"""AIIMS is going to start a teleconsultation facility. Our follow-up patients can consult doctors through telephone. Several patients had appointments that are now cancelled. Chronic patients can consult doctors through this facility,"""," reduce the crowds in the hospital. It is necessitated in the backdrop of the coronavirus outbreak. ""AIIMS is going to start a teleconsultation facility. Our follow-up patients can consult doctors through telephone. Several patients had appointments that are now cancelled. Chronic patients can consult doctors through this facility,"" Dr. Randeep Guleria, Director, AIIMS Delhi told ANI.


. . ""This will be rolled out in a day or ",TRUE,y
1546133322,India,business-standard.com,Unknown,"""All existing visas, expect diplomatic, official, UN/International Organizations, employment, project visas, stand suspended till 15th April 2020.""","the government seems to have raised fresh concerns about the tournament. According to the advisory, ""All existing visas, expect diplomatic, official, UN/International Organizations, employment, project visas, stand suspended till 15th April 2020."" ""This will come into effect from 1200 GMT on 13th March 2020 at the port of departure,"" the letter ",TRUE,y
1559462185,India,business-standard.com,Unknown,"""All foreign coaches associated with us will get extensions. In fact, the Ministry wanted us to have them till the 2024 Games for continuity. So, it won't be a problem but we have to wait for the lockdown to end,""","ven that an unprecedented nine pugilists made the Tokyo cut in the very first qualifier tournament. ""All foreign coaches associated with us will get extensions. In fact, the Ministry wanted us to have them till the 2024 Games for continuity. So, it won't be a problem but we have to wait for the lockdown to end,"" said a top BFI officials. ""The paperwork will have to wait a few weeks."" Athletics Federation of In",TRUE,y
1538136328,India,business-standard.com,He,"""All people that are coming from foreign countries are being thermally scanned. And if any symptoms are found, then that passenger is shifted to Ram Manohar Lohia Hospital. Till now 1,16,589 passengers have been screened at the airport.""","ter he arrived in Delhi,"" he said. Talking about the preparedness against the virus, Kejriwal said, ""All people that are coming from foreign countries are being thermally scanned. And if any symptoms are found, then that passenger is shifted to Ram Manohar Lohia Hospital. Till now 1,16,589 passengers have been screened at the airport."". He further said: ""At least 19 government hospitals and 6 government hospital have been equipped wi",TRUE,y
1552769816,India,firstpost.com,Unknown,"""All sport organisations and their affiliate units are advised against holding any sports events, including competitions or selection trials till 15th April, 2020,""","s that is to be held on Friday. File image of Sports Minister Kiren Rijiju. Twitter @KirenRijiju. . ""All sport organisations and their affiliate units are advised against holding any sports events, including competitions or selection trials till 15th April, 2020,"" the ministry said in a letter to the Indian Olympic Association and NSFs. It also asked federations",TRUE,y
1557742208,India,business-standard.com,Mufti,"""All the representatives of Muslim community have passed a resolution that the Mosques will remain closed for general public across Telangana.""","be taken to contain the spread of COVID-19. Speaking to ANI, Mufti, Personal Law Board Member said, ""All the representatives of Muslim community have passed a resolution that the Mosques will remain closed for general public across Telangana.""


. . ""Only the concerned people related to mosque shall continue the prayers. This decision was",TRUE,y
1555386795,India,business-standard.com,He,"""Although Gilgit-Baltistan is a direct neighbor of China's Xinjiang, its inhabitants are getting coronavirus infection transmitted from a completely unexpected location like Iran. When compared with Pakistani provinces and PoK, G-B has the highest number of positive cases in proportion to population size""","cognition from opposition parties who are also supporting his Sunday lockdown directive."". He said: ""Although Gilgit-Baltistan is a direct neighbor of China's Xinjiang, its inhabitants are getting coronavirus infection transmitted from a completely unexpected location like Iran. When compared with Pakistani provinces and PoK, G-B has the highest number of positive cases in proportion to population size"". Glasgow-based Dr Mirza later emphasised that China Pakistan Economic Corridor (CPEC) project shoul",TRUE,y
1570170884,India,indiatoday.intoday.in,Mr Johnson,"""Although I'm feeling better and I've done my seven days of isolation, alas I still have one of the symptoms, a minor symptom, I still have a temperature, so in accordance with government advice I must continue my self-isolation until that symptom itself goes,""","the novel coronavirus, including a high temperature, a week after he tested positive for the virus. ""Although I'm feeling better and I've done my seven days of isolation, alas I still have one of the symptoms, a minor symptom, I still have a temperature, so in accordance with government advice I must continue my self-isolation until that symptom itself goes,"" Johnson said in a video message, wearing an open-necked shirt. April 4, Saturday - Johnson said in ",TRUE,y
1573585385,India,business-standard.com,Eltahawy,"""an independent investigation into the torture and deaths in custody""","have yet again resorted to killing people to silence their concerns,"" she said. Eltahawy called for ""an independent investigation into the torture and deaths in custody"" and urged security forces in Iran to ""refrain from punishing prisoners calling for their right to h",TRUE,y
1576716221,India,business-standard.com,Sarma,"""Another person from Dhubri, connected with Tablighi Jamaat meet at Nizamuddin Markaz, has been found COVID-19 positive. The total number of COVID-19 patients in Assam now stands at 30,""","a said on Monday. The total number of COVID-19 positive patients in Assam now stand at 30.


. . ""Another person from Dhubri, connected with Tablighi Jamaat meet at Nizamuddin Markaz, has been found COVID-19 positive. The total number of COVID-19 patients in Assam now stands at 30,"" Sarma tweeted. The total number of positive coronavirus cases across the country rose to 9,152, inc",TRUE,y
1565051109,India,dnaindia.com,Virat,"""Anushka and I are pledging our support towards PM-CARES Fund & the Chief Minister’s Relief Fund (Maharashtra). Our hearts are breaking looking at the suffering of so many & we hope our contribution, in some way, helps to ease the pain of our fellow citizens #IndiaFightsCorona,""","upport PM Cares Fund, created towards helping those affected by emergency situations like COVID-19. ""Anushka and I are pledging our support towards PM-CARES Fund & the Chief Minister’s Relief Fund (Maharashtra). Our hearts are breaking looking at the suffering of so many & we hope our contribution, in some way, helps to ease the pain of our fellow citizens #IndiaFightsCorona,"" Virat had posted. . .",TRUE,y
1548698682,India,indiatoday.intoday.in,Sergio Ramos,"""Applause of recognition to all health professionals. You are our heroes. Thanks from my heart,""","coronavirus pandemic and termed them 'heroes'. Ramos took to Twitter and posted a series of tweets. ""Applause of recognition to all health professionals. You are our heroes. Thanks from my heart,"" Sergio Ramos tweeted in Spanish. In another tweet, the 33-year-old wrote: ""Thanks also to all the p",TRUE,y
1578362303,India,economictimes,He,"""April 8 order is more likely to remain on paper""","ng to the . Finance Ministry 's decision on April 8 to impose curbs on non-essential head, he said, ""April 8 order is more likely to remain on paper"". The Finance Ministry had imposed spending restrictions on various ministries and departments in vi",TRUE,y
1562311909,India,business-standard.com,Unknown,"""As a lockdown has been imposed in states, the PCCs were advised to ask the state governments to issue passes for party workers for distribution of food and medicine kits,"""," Gandhi and Rahul Gandhi need to interact with party workers and general public on a regular basis. ""As a lockdown has been imposed in states, the PCCs were advised to ask the state governments to issue passes for party workers for distribution of food and medicine kits,"" the senior Congress leader said. (This story has not been edited by Business Standard staff and is ",TRUE,y
1547779993,India,business-standard.com,Unknown,"""As a part of preventive measures against the spread of COVID-19, the institute has suspended all the academic, co-curricular and extra-curricular activities,""","cular activities as part of preventive measures to prevent the spread of coronavirus in the campus. ""As a part of preventive measures against the spread of COVID-19, the institute has suspended all the academic, co-curricular and extra-curricular activities,"" IIT Delhi said in an official notice on Friday.


. . The institute said that these measures inc",TRUE,y
1568326216,India,newindianexpress.com,Unknown,"""As a result of stringent travel restrictions and shutting down of non-essential activities including those of air polluting sectors, air quality improvement has been noted in many towns and cities across the nation,""","s, restaurant, landfill fires, etc. also contribute to air pollution,"" the pollution watchdog said. ""As a result of stringent travel restrictions and shutting down of non-essential activities including those of air polluting sectors, air quality improvement has been noted in many towns and cities across the nation,"" it added. According to the report, on March 21 (a day before the Janta Curfew) a total of 54 cities",TRUE,y
1550531245,India,indiatoday.intoday.in,Mr Madan,"""As per a Bombay High Court order dated August 10, 2005, the SEC has powers to postpone elections in view of natural calamity or a sudden situation. Accordingly, the SEC has stayed the process of ward delimitation, voter list (updation) and other activities related to elections from today (Tuesday) onwards,""","ned in view of coronavirus infection. The election commission also stayed the poll-related process. ""As per a Bombay High Court order dated August 10, 2005, the SEC has powers to postpone elections in view of natural calamity or a sudden situation. Accordingly, the SEC has stayed the process of ward delimitation, voter list (updation) and other activities related to elections from today (Tuesday) onwards,"" Madan said. He said voting for 1570 gram panchayats was scheduled to be held on March 31. The nomin",TRUE,y
1569527684,India,business-standard.com,Unknown,"""As per the appeal of the Prime Minister,  Banwarilal  Purohit, Governor of Tamil Nadu, lit a candle after switching  of lights of Raj Bhavan, Chennai for 9 minutes from 9 pm  today. Secretary to Governor and other officers also joined  the Governor in this fight against Covid-19,"""," Purohit lit a candle after  switching off lights of the Raj Bhavan here for nine minutes.


. . ""As per the appeal of the Prime Minister,  Banwarilal  Purohit, Governor of Tamil Nadu, lit a candle after switching  of lights of Raj Bhavan, Chennai for 9 minutes from 9 pm  today. Secretary to Governor and other officers also joined  the Governor in this fight against Covid-19,"" a Raj Bhavan  release said. Chief Minister K Palaniswami, while maintaining  distance with other me",TRUE,y
1577408426,India,newindianexpress.com,Ankita Gomes,"""As the church priest chanted Amen, we all repeated the word and I felt as if we were all inside a prayer hall, just like the bygone days,""","atch and join the proceedings from our homes,"" Ankita Gomes, a young banker from Entally area said. ""As the church priest chanted Amen, we all repeated the word and I felt as if we were all inside a prayer hall, just like the bygone days,"" Gomes said. The Holy Week started on April 5 and ended on April 12. Easter marks the resurrection o",TRUE,y
1560902866,India,The Times of India,He,"""At least, I will be with my family. I will come back when situation settles down here,""","been left with no option but to go back to his hometown in Ayodhya, some 700 kilometres from Delhi. ""At least, I will be with my family. I will come back when situation settles down here,"" he added. Asked how would he managed to cover the distance on foot, he replied, ""There is hardly an",TRUE,y
1575972762,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",Mr Sandhu,"""At this time the most advisable thing to do is stay where you are,""","ide of the fast-spreading disease and also suspended rail, road and air services during the period. ""At this time the most advisable thing to do is stay where you are,"" Mr Sandhu said in response to a question during the live session. Assuring the students that the In",TRUE,y
1564580010,India,firstpost.com,Sotiris Tsiodras,"""Authorities are tracing her recent contacts,""",". The camp has an isolation area for coronavirus patients should the need arise, the sources added. ""Authorities are tracing her recent contacts,"" Health Ministry representative Sotiris Tsiodras told reporters. He said a person who lived with the",TRUE,y
1555450598,India,The Times of India,Unknown,"""best-case scenario""","e 2020-21 campaign, the Sunday Telegraph reported on Sunday. The report said the sketchy plan was a ""best-case scenario"" aimed at mitigating the heavy losses clubs are sustaining as they continue to pay wages while . foo",TRUE,y
1575387561,India,The Times of India,Ms Barty,"""Brick wall, golf ball, technique bat and forehand volleys. Sir Donald inspired Cricket bat and ball, Happy Easter everyone! #stayhome,""","pandemic. Barty shared a video on Twitter in which she can be seen practicing her forehand volleys. ""Brick wall, golf ball, technique bat and forehand volleys. Sir Donald inspired Cricket bat and ball, Happy Easter everyone! #stayhome,"" Barty tweeted. Barty, who plays professional tennis now, had also tried her hand at cricket and she",TRUE,y
1555720802,India,business-standard.com,He,"""But we have to first sit down and discuss the situation with all the franchise owners because they are also suggestions that Multan Sultans which topped the points table should be declared winners or to have these remaining matches before the PSL-6 early next year,""","han said the remaining matches may be held during the 10-day window available in November.


. . ""But we have to first sit down and discuss the situation with all the franchise owners because they are also suggestions that Multan Sultans which topped the points table should be declared winners or to have these remaining matches before the PSL-6 early next year,"" he told the media in a teleconference. Khan said the Board is in a good financial health that it wi",TRUE,y
