stories_id,place,media name,speaker,text,snippet,mentions covid? (true/false),Checked (y/n)
1538399948,India,business-standard.com,Dinesh Singh,"""At the time of discharge, she was suffering with severe jaundice. In our view, discharging patient in such condition was not justified. ""The Opposite Party (Dr Viswaroopachari) failed in its duty of care at the time of discharge,""","ng on the part of the doctor to discharge her when she was suffering from severe jaundice.


. . ""At the time of discharge, she was suffering with severe jaundice. In our view, discharging patient in such condition was not justified. ""The Opposite Party (Dr Viswaroopachari) failed in its duty of care at the time of discharge,"" NCDRC Presiding member Dr S M Kantikar and member Dinesh Singh said. Padmavathi was admitted to Sri",FALSE,y
1576171569,India,business-standard.com,Srikkanth,"""Both have a tremendous amount of self-belief and they know they only go out with intension to win. The never-say-die attitude in them and the aggressiveness makes them fantastic during chases and the positive attitude both of them have makes them very similar to each other.""","f their attitudes are absolutely the same,"" Srikkanth said on Star Sports show 'Cricket Connected'. ""Both have a tremendous amount of self-belief and they know they only go out with intension to win. The never-say-die attitude in them and the aggressiveness makes them fantastic during chases and the positive attitude both of them have makes them very similar to each other."" On the same show, former batsman VVS Laxman said that Kohli never lets his guard down. ""The one thi",FALSE,y
1541805657,India,business-standard.com,Favre,"""But after it was 1-1, we played well - and that was good, very good.""","ime. ""It was a difficult game. Gladbach are efficient and our first half wasn't great,"" said Favre. ""But after it was 1-1, we played well - and that was good, very good."" Dortmund took the lead inside 10 minutes when ex-Gladbach midfielder Hazard took a pass from Erling",FALSE,y
1549045184,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",Unknown,"""captive""","ing Monday. The Congress alleges that these 22 MLAs who submitted their resignations are being held ""captive"" by the BJP. Madhya Pradesh Assembly Speaker N P Prajapati has accepted the resignations of six of t",FALSE,y
1545015884,India,economictimes,He,"""DFCCIL is expected to have better operational and man-power efficiency as compared to existing set up of Indian Railways, due to modern technology, faster speed and latest communication system, leading to reduced cost of carrying freight. Moreover, enhanced capacity with higher speed on DFCCIL is expected to offer assured transit time to customers and consequently substantial reduction in total logistic cost,""","d to run freight trains with an axle load of 25 tonnes up to maximum speed of 100 km/hour, he said. ""DFCCIL is expected to have better operational and man-power efficiency as compared to existing set up of Indian Railways, due to modern technology, faster speed and latest communication system, leading to reduced cost of carrying freight. Moreover, enhanced capacity with higher speed on DFCCIL is expected to offer assured transit time to customers and consequently substantial reduction in total logistic cost,"" the minister said. DFCCIL is in the process of finalising its . Business Development Plan which inc",FALSE,y
1577796321,India,indiatoday.intoday.in,Susanta Nanda,"""Dog with the inbuilt propellor."""," video was shared onTwitter by Indian Forest Service (IFS) officer, Susanta Nanda with the caption, ""Dog with the inbuilt propellor."" Believe us, we couldn’t have said it better ourselves. The 3-second clip shows a dog jumping over a",FALSE,y
1536546891,India,firstpost.com,Unknown,"""drive carbon neutral""","watchdog has opened an investigation into claims by Shell that customers at its petrol stations can ""drive carbon neutral"", after receiving complaints from members of the public, the regulator said on Monday. . Shell said ",FALSE,y
1536014622,India,indiatoday.intoday.in,Devidas Damne,"""During the investigation, no student came forward to claim the child. Then a suspicious student was taken for medical examination and it was revealed that the child belonged to her,""","The warden of the hostel heard the child crying in the toilet. She found the child inside a bucket. ""During the investigation, no student came forward to claim the child. Then a suspicious student was taken for medical examination and it was revealed that the child belonged to her,"" Devidas Damne, Police Inspector of Sakri Police station, said. Both the child and the student were ",FALSE,y
1536736677,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",Matthew Mott,"""Ellyse is a key member of our squad and has been for a long period of time and on a personal level we're disappointed that she won't have the opportunity to finish the tournament,""","ust a teenager. No replacement has been named with Perry to remain a member of the 15-player squad. ""Ellyse is a key member of our squad and has been for a long period of time and on a personal level we're disappointed that she won't have the opportunity to finish the tournament,"" said head coach Matthew Mott. ""She gives her absolute all every time she takes to the field for her",FALSE,y
1536806697,India,business-standard.com,Mr Modi,"""even today some parties are putting their interest above the national interest"""," above nation: PM Modi Prime Minister Narendra Modi on Tuesday attacked the opposition stating that ""even today some parties are putting their interest above the national interest"". ""The Prime Minister said that the national interest and party interest also came in the freedom st",FALSE,y
1545854164,India,business-standard.com,Rasha Kelej,"""Few initiatives include announcing the 'Merck More than a Mother' Media Recognition Award and Health Media Training for the first time in the country in partnership with the First Lady of Namibia together with Ministry of Health and Ministry of Education. Also, the launching of an inspiring children's storybook of Paulus and Limbikani to strengthen family values of love and respect since young ages which will reflect on eliminating the stigma of infertility and resulted in domestic violence in the future. Also, involving the fashion industry to deliver the message of breaking the stigma of infertile women to the community in day to day life which will be achieved by out 'Merck More Than a Mother' Fashion Awards for Namibia and rest of Africa. We will also be launching our special project 'Education Linda', which helps young girls who are unprivileged but brilliant to continue their education"""," country to create the desired culture shift with regard to breaking the stigma around infertility. ""Few initiatives include announcing the 'Merck More than a Mother' Media Recognition Award and Health Media Training for the first time in the country in partnership with the First Lady of Namibia together with Ministry of Health and Ministry of Education. Also, the launching of an inspiring children's storybook of Paulus and Limbikani to strengthen family values of love and respect since young ages which will reflect on eliminating the stigma of infertility and resulted in domestic violence in the future. Also, involving the fashion industry to deliver the message of breaking the stigma of infertile women to the community in day to day life which will be achieved by out 'Merck More Than a Mother' Fashion Awards for Namibia and rest of Africa. We will also be launching our special project 'Education Linda', which helps young girls who are unprivileged but brilliant to continue their education"", added Dr Rasha Kelej. This story is provided by BusinessWire India. ANI will not be responsible in",FALSE,y
1536131628,India,business-standard.com,Unknown,"""fierce protector and guardian""","s, the campaign is aimed at  celebrating the political journey of Banerjee and projecting  her as a ""fierce protector and guardian"" of the ideals of  justice, liberty, equality and faternity enshrined in the  Constitution. ""We will",FALSE,y
1548691013,India,business-standard.com,He,"""Four Congress MLAs tendered their resignation to me  on Saturday, and I will announce their names in the Assembly  tomorrow,""","nday. He said he will announce the names of the legislators  in the Legislative Assembly on Monday. ""Four Congress MLAs tendered their resignation to me  on Saturday, and I will announce their names in the Assembly  tomorrow,"" he said. With this, the strength of the Congress party in the  182-member Gujarat Assembly has come",FALSE,y
1543887705,India,business-standard.com,Unknown,"""FULL-TIME  @Mohun_Bagan are the #HeroILeague Champions,""","cond team in the history of the tournament to clinch I-League with four rounds still left.


. . ""FULL-TIME  @Mohun_Bagan are the #HeroILeague Champions,"" the official handle of I-League tweeted. Heading into the match, Mohun Bagan had a 13-match unbeate",FALSE,y
1535959958,India,indiatoday.intoday.in,Unknown,"""Geographical proximity of J&K and Ladakh to Islamic republic of Pakistan is also a factor,""","r Abdullah saying the action was a result of the leader's ""live and proximate link"" to past events. ""Geographical proximity of J&K and Ladakh to Islamic republic of Pakistan is also a factor,"" said the Jammu and Kashmir administration while defending the detention. Omar Abdullah, Mehbooba Mu",FALSE,y
1536788435,India,business-standard.com,Rahul Gandhi,"""Give up hatred, not  social media accounts""","SocialMedia"". Earlier, the Congress took a swipe at the prime  minister, with Rahul Gandhi tweeting ""Give up hatred, not  social media accounts"" after tagging Modi's post. Within minutes of Modi's tweet on Monday, scores of  netizens urged him ",FALSE,y
1540485819,India,business-standard.com,Unknown,"""Governor of Haryana, Shri Satyadeo Narain Arya called on Union Home Minister, Shri Amit Shah.""","ster, Shri Amit Shah,"" Shah's office tweeted. In a separate tweet, the home minister's office said, ""Governor of Haryana, Shri Satyadeo Narain Arya called on Union Home Minister, Shri Amit Shah."" Earlier, West Bengal Governor Jagdeep Dhankhar also met the home minister. (This story has not been",FALSE,y
1548778416,India,indiatoday.intoday.in,She,"""Happy Birthday my baby girl ! To me this is how you will always feel. A sweet little baby that I need to look after and make sure your life is going as per plan. Of course these days I am not required to look after you much and that’s as it should be. But once a mother as they say . all I wish for you is to stay safe and healthy particularly in these days of health anxiety. So this year my birthday wish is all tied up with good health ! Have a wonderful day today and a healthy safe and at the same time productive year to come. Wish you all happiness my darling, you work so hard doing what you do. This year I hope you have a super successful year and also have a little more time for yourself. To breathe, to relax and to just do nothing once in a while. So cheers to that ! Lots of love always and always . Mama,""","tures of Alia Bhatt and wish her on birthday. Razdan also wrote an emotional note for her daughter. ""Happy Birthday my baby girl ! To me this is how you will always feel. A sweet little baby that I need to look after and make sure your life is going as per plan. Of course these days I am not required to look after you much and that’s as it should be. But once a mother as they say . all I wish for you is to stay safe and healthy particularly in these days of health anxiety. So this year my birthday wish is all tied up with good health ! Have a wonderful day today and a healthy safe and at the same time productive year to come. Wish you all happiness my darling, you work so hard doing what you do. This year I hope you have a super successful year and also have a little more time for yourself. To breathe, to relax and to just do nothing once in a while. So cheers to that ! Lots of love always and always . Mama,"" the note read. Alia's boyfriend Ranbir Kapoor's mother, Neetu Kapoor, commented on the post. She wr",FALSE,y
1544848484,India,The Times of India,She,"""He is a very nice guy. He is a businessman from Bilaspur. Yes, I am in love and you will get to know about it [marriage] when the time is right.""","t the actress might be settling down with Vicky soon. Talking about the same, she told BT recently, ""He is a very nice guy. He is a businessman from Bilaspur. Yes, I am in love and you will get to know about it [marriage] when the time is right.""
. Ankita might have shifted gears from television to Bollywood, but the actress is still in touch w",FALSE,y
1536072257,India,business-standard.com,Vilas Shinde,"""He used to frequently come to the parlour to meet its  woman owner. On Sunday, he came there after keeping his gold  chain, watch, wallet etc home. We are probing why he killed  himself. An accidental death report has been registered,""","ndergoing treatment for 75 per cent  burns at Byculla's Masina Hospital, an official said.


. . ""He used to frequently come to the parlour to meet its  woman owner. On Sunday, he came there after keeping his gold  chain, watch, wallet etc home. We are probing why he killed  himself. An accidental death report has been registered,"" said  Senior Inspector Vilas Shinde of Nehru Nagar police station. (This story has not been edited ",FALSE,y
1535742753,India,business-standard.com,He,"""He was suffering from liver ailments and breathed his last around 3.30 am today,""","s suffering from liver ailments and was hospitalised a fortnight ago, his son Digvijay Sirohi said. ""He was suffering from liver ailments and breathed his last around 3.30 am today,"" his son told PTI. Sirohi, representing Bulandshahr Sadar, was a three-time MLA. (This story has not",FALSE,y
1537988170,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",She,"""hi or hello"""," revealed that she became so identified as Sita even off screen that people rarely greeted her with ""hi or hello""; instead, they always bowed down before her with folded hands. Kapil made a reference to Nawazuddin",FALSE,y
1549305317,India,business-standard.com,Charles Peng,"""Honor 9X Pro is the first Honor smartphone that will be independent of Google Play store and will feature Huawei AppGallery, one of the world's top three app stores.We launched the smartphone at a global livestream event last month and are all set to bring the device to India in the month end,""","ogle apps, Charles Peng, President, Huawei & Honor India Consumer Business Group told PTI.


. . ""Honor 9X Pro is the first Honor smartphone that will be independent of Google Play store and will feature Huawei AppGallery, one of the world's top three app stores.We launched the smartphone at a global livestream event last month and are all set to bring the device to India in the month end,"" Peng, said. The company claims to have attracted 1 million app developers for Huawei AppGallery. Ho",FALSE,y
1536619384,India,firstpost.com,Mr Gorsuch,"""How, in all this, can ordinary citizens be expected to keep up?""","rence to a federal agency - the bureau - that had changed its interpretation of a longstanding law. ""How, in all this, can ordinary citizens be expected to keep up?"" Gorsuch asked, adding that the bump stock dispute may return to the Supreme Court at a later date. ",FALSE,y
1535482773,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",He,"""Hundreds of accounts have been created since last week and they have been promoting hate online,""","ign some people want to malign police and the government internationally, intelligence sources say. ""Hundreds of accounts have been created since last week and they have been promoting hate online,"" a senior functionary discloses. According to him, new hashtag campaigns were being promoted today t",FALSE,y
1540868992,India,business-standard.com,Unknown,"""I am a self-employed person, so I prayed for business to prosper. I would like to be happy if I could make a profit,""","y tourists visit here to offer prayers as the Enoshima Shrine is situated at the top of the island. ""I am a self-employed person, so I prayed for business to prosper. I would like to be happy if I could make a profit,"" a tourist said. Meanwhile, a staff in the Enoshima Shrine said, ""Enoshima Shrine is famous for its ",FALSE,y
1570027572,India,business-standard.com,BS Yediyurappa,"""I am following the one-time fasting as per the order by our national President JP Nadda, on BJP foundation day today, as a mark of respect to doctors, nurses, media personnel,""","ppa on Monday said he is following the one-time fasting as per the order by BJP President JP Nadda. ""I am following the one-time fasting as per the order by our national President JP Nadda, on BJP foundation day today, as a mark of respect to doctors, nurses, media personnel,"" said BS Yediyurappa.


. . In his message to BJP workers earlier today, Nadda stated, ""All BJP K",FALSE,y
1542071356,India,The Times of India,Kaur,"""I guess 2017 was more disappointing, because that was so close,""","ck of clinical cricket this time around has made defeat slightly easier to swallow for the skipper. ""I guess 2017 was more disappointing, because that was so close,"" Kaur said. ""We didn't play the cricket we expected of ourselves this time. As our team is quite you",FALSE,y
1553741513,India,business-standard.com,He,"""I have decided to submit my resignations to the  governor.But I will continue to work for the welfare of the  people,""","essing a press conference here, Nath said he would  submit his resignation to the governor shortly. ""I have decided to submit my resignations to the  governor.But I will continue to work for the welfare of the  people,"" he said. (This story has not been edited by Business Standard staff and is auto-generated from a sy",FALSE,y
1539168900,India,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",Mr Yediyurappa,"""I propose to increase the rates of additional excise duty 6 per cent per bulk litre of IML across 18 slabs with effect from April 1,"""," per bulk litre or 9 litres of the various brands, state Chief Minister BS Yediyurappa on Thursday. ""I propose to increase the rates of additional excise duty 6 per cent per bulk litre of IML across 18 slabs with effect from April 1,"" said Mr Yediyurappa, while presenting the state budget for the ensuing fiscal in the assembly here.",FALSE,y
1544074936,India,newindianexpress.com,Ms Kareena,"""I think everybody is excited especially for Lolo (Karisma's pet name). I think we all, as fans, have waited for her, to watch her on screen. We wanted her to come back after so many years. So, I am as excited and nervous as she is. I know that she feeling very nervous. 'Mentalhood' is a relevant topic today, especially for all mothers,""","return to acting after a long time, and Kareena feels fans were waiting for the comeback to happen. ""I think everybody is excited especially for Lolo (Karisma's pet name). I think we all, as fans, have waited for her, to watch her on screen. We wanted her to come back after so many years. So, I am as excited and nervous as she is. I know that she feeling very nervous. 'Mentalhood' is a relevant topic today, especially for all mothers,"" Kareena said. . .",FALSE,y
1577087587,India,newindianexpress.com,Mr Ramakrishnan,"""I was returning home after work and police stopped me at KK Nagar. I showed them my identity card and told them I work in the goods yard. But the police took my vehicle key and said our duty hours were not mentioned on the card. They said that I have to finish work before 1 pm and asked me who issued the identity card. I told them it is impossible to finish loading works before 1 pm. After talking to them for almost an hour, they returned the key to my bike,""","same issue and alleged police are demanding TNCSC should enter the duty hours on the identity card. ""I was returning home after work and police stopped me at KK Nagar. I showed them my identity card and told them I work in the goods yard. But the police took my vehicle key and said our duty hours were not mentioned on the card. They said that I have to finish work before 1 pm and asked me who issued the identity card. I told them it is impossible to finish loading works before 1 pm. After talking to them for almost an hour, they returned the key to my bike,"" said Ramakrishnan, a loadman. Some workers alleged police are yet to realise those working in goods",FALSE,y
1546603128,India,The Times of India,Unknown,"""If a crossing has five side roads then five timers will be installed there. The timer will display the traffic stoppage time of each channel""","as to stop and move. According to KMC sources, each channel of the crossing has one separate timer. ""If a crossing has five side roads then five timers will be installed there. The timer will display the traffic stoppage time of each channel"", the source said. KMC would install timers at other crossings of the city, the source added. At pre",FALSE,y
1538130248,India,The Times of India,Ravi Malimath,"""If he doesn't work, he's not entitled to it. Hence, earned leave, unless the relevant regulations expressly specify otherwise, can't be considered a consequential benefit,""","lding the contention put forward by Vijaya Bank in connection with one of its reinstated employees. ""If he doesn't work, he's not entitled to it. Hence, earned leave, unless the relevant regulations expressly specify otherwise, can't be considered a consequential benefit,"" a division bench comprising Justices Ravi Malimath and MI Arun observed. The bench also opined that",FALSE,y
1578137818,India,dnaindia.com,She,"""If I’m sitting idle, it drives me mad. I feel I need to be doing something: going to a class, or a set, or working on a scene,""","o be up in the game. The actress says that she inculcates preparedness in her day-to-day lifestyle. ""If I’m sitting idle, it drives me mad. I feel I need to be doing something: going to a class, or a set, or working on a scene,"" she said. Alaya further added, ""I think the long hours are worth it. I am obsessed with preparation",FALSE,y
1535857114,India,business-standard.com,Unknown,"""If the field trials are successful and if our talks with EV makers fructify, the metal-air batteries can complement the lithium-ion batteries to provide a hybrid solution for large-scale adoption of electric vehicles. In terms of range, it can easily offer over 600 km,""","s, aluminium is naturally available in the country with good extraction and recycling technologies. ""If the field trials are successful and if our talks with EV makers fructify, the metal-air batteries can complement the lithium-ion batteries to provide a hybrid solution for large-scale adoption of electric vehicles. In terms of range, it can easily offer over 600 km,"" the chairman said. It can be noted that one of the biggest impediments facing EV adoption in the co",FALSE,y
1573226474,India,The Times of India,Mehta,"""If the project is successful the project will have implemented in other schools,""","e department will begin virtual classes for classes VI to VIII on a similar format in some schools. ""If the project is successful the project will have implemented in other schools,"" Mehta said. Online classes were likely to begin from next week, officials said. Officials felt star",FALSE,y
1538305490,India,business-standard.com,Naik,"""In addition, 132 cases of cross border firing from August 5, 2019 to December 31, 2019 and 41 cases of cross border firing between January 1 and February 15 this year along the international border and LOC in union territory of J&K were committed,"""," special status, and bifurcated the state into two union territories, Jammu and Kashmir and Ladakh. ""In addition, 132 cases of cross border firing from August 5, 2019 to December 31, 2019 and 41 cases of cross border firing between January 1 and February 15 this year along the international border and LOC in union territory of J&K were committed,"" Naik stated. In a written reply to a question in Lok Sabha, the minister said that during 2019, the",FALSE,y
1569317390,India,economictimes,Rajesh Kalia,"""In an ongoing anti-infiltration operation in Keran sector of north Kashmir, alert troops braving inclement weather and hostile terrain have so far eliminated five terrorists attempting to infiltrate across the LoC,""","ol (. LoC ) in . Jammu and . Kashmir 's . Kupwara district , a defence spokesperson said on Sunday. ""In an ongoing anti-infiltration operation in Keran sector of north Kashmir, alert troops braving inclement weather and hostile terrain have so far eliminated five terrorists attempting to infiltrate across the LoC,"" Colonel Rajesh Kalia said. During the operation, a soldier died while two were critically injured, ",FALSE,y
1537203700,India,business-standard.com,He,"""In Jaipur, similar incidents have happened thrice in January and in Sikar, Churu and Bharatpur in February,"""," on Monday which claimed two lives, he said it was not the first incident in the state or the city. ""In Jaipur, similar incidents have happened thrice in January and in Sikar, Churu and Bharatpur in February,"" he said. (This story has not been edited by Business Standard staff and is auto-generated from a sy",FALSE,y
1539041623,India,business-standard.com,Unknown,"""In the circumstances, we do not feel that we can urge, on strong security grounds, that Patnaik should be prevented from flying. Flying is Patnaik's normal way of making a living, and we should prefer to see his employed rather than idle. The Indian National Airways can be persuaded through Mr Cambridge, the Managing Director, not to take Patnaik back. But if the Indian National Airways do not re-employ him, Tatas probably will - because he is an excellent pilot,""","er do not return to normal - but that would be to state a very hypothetical risk,"" the letter read. ""In the circumstances, we do not feel that we can urge, on strong security grounds, that Patnaik should be prevented from flying. Flying is Patnaik's normal way of making a living, and we should prefer to see his employed rather than idle. The Indian National Airways can be persuaded through Mr Cambridge, the Managing Director, not to take Patnaik back. But if the Indian National Airways do not re-employ him, Tatas probably will - because he is an excellent pilot,"" it added. (This story has not been edited by Business Standard staff and is auto-generated from a s",FALSE,y
